Time stamp,x,y,Cl,SO4_m,SO4_s
03/06/2024 08:59:39,58.1,29.1,37749.0,0.55,0.38
03/06/2024 07:59:39,57.8,27.7,36310.0,0.55,0.38
03/06/2024 06:59:39,57.8,27.7,36310.0,0.55,0.38
03/06/2024 05:59:39,57.8,27.7,36310.0,0.55,0.38
03/06/2024 04:59:39,57.8,27.7,36310.0,0.55,0.38
03/06/2024 03:59:39,57.8,27.7,36259.0,0.55,0.38
03/06/2024 02:59:39,57.7,27.4,36259.0,0.55,0.38
03/06/2024 01:59:39,57.7,27.4,36259.0,0.55,0.38
03/06/2024 00:59:39,57.7,27.4,36259.0,0.55,0.38
02/06/2024 23:59:39,57.7,27.4,36259.0,0.55,0.38
02/06/2024 22:59:39,57.7,27.4,36208.0,0.55,0.38
02/06/2024 21:59:39,57.7,27.4,36208.0,0.55,0.38
02/06/2024 20:59:39,57.7,27.4,36208.0,0.55,0.38
02/06/2024 19:59:39,57.7,27.4,36208.0,0.55,0.38
02/06/2024 18:59:39,59.4,30.1,37459.0,0.55,0.38
02/06/2024 17:59:39,59.4,30.1,37459.0,0.55,0.38
02/06/2024 16:59:39,59.4,30.1,37459.0,0.55,0.38
02/06/2024 15:59:39,57.1,30.9,38092.0,0.55,0.38
02/06/2024 14:59:39,57.1,30.9,38092.0,0.55,0.38
02/06/2024 13:59:39,57.1,30.9,38092.0,0.55,0.38
02/06/2024 12:59:39,57.1,30.9,38092.0,0.37,0.38
02/06/2024 11:59:39,57.1,30.9,38092.0,0.37,0.35
02/06/2024 10:59:39,57.1,30.9,38092.0,0.37,0.35
02/06/2024 09:59:39,57.1,30.9,38092.0,0.37,0.35
02/06/2024 08:59:39,57.1,30.9,38092.0,0.37,0.35
02/06/2024 07:59:39,57.5,31.0,38741.0,0.37,0.35
02/06/2024 06:59:39,57.5,31.0,38741.0,0.37,0.35
02/06/2024 05:59:39,57.5,31.0,38741.0,0.37,0.35
02/06/2024 04:59:39,57.5,31.0,38741.0,0.37,0.35
02/06/2024 03:59:39,57.5,31.0,38741.0,0.37,0.35
02/06/2024 02:59:39,56.9,31.8,39013.0,0.37,0.35
02/06/2024 01:59:39,56.9,31.8,39013.0,0.37,0.35
02/06/2024 00:59:39,56.9,31.8,39013.0,0.37,0.35
01/06/2024 23:59:39,57.6,31.4,37885.0,0.37,0.35
01/06/2024 22:59:39,57.6,31.4,37885.0,0.37,0.35
01/06/2024 21:59:39,57.6,31.4,37885.0,0.37,0.35
01/06/2024 20:59:39,57.6,31.4,37885.0,0.37,0.35
01/06/2024 19:59:39,57.6,31.4,36259.0,0.37,0.35
01/06/2024 18:59:39,58.0,28.1,36259.0,0.37,0.35
01/06/2024 17:59:39,58.0,28.1,36259.0,0.37,0.35
01/06/2024 16:59:39,58.0,28.1,36259.0,0.37,0.35
01/06/2024 15:59:39,55.2,27.2,36424.0,0.37,0.35
01/06/2024 14:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 13:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 12:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 11:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 10:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 09:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 08:59:39,55.2,27.2,36424.0,0.35,0.34
01/06/2024 07:59:39,55.2,27.2,35132.0,0.35,0.34
01/06/2024 06:59:39,56.8,27.1,35132.0,0.35,0.34
01/06/2024 05:59:39,56.8,27.1,35132.0,0.35,0.34
01/06/2024 04:59:39,56.8,27.1,35132.0,0.35,0.34
01/06/2024 03:59:39,56.8,27.1,35132.0,0.35,0.34
01/06/2024 02:59:39,56.8,27.1,35132.0,0.35,0.34
01/06/2024 01:59:39,56.8,27.1,35132.0,0.35,0.34
01/06/2024 00:59:39,56.8,27.1,35132.0,0.35,0.34
31/05/2024 23:59:39,56.8,27.1,35132.0,0.35,0.34
31/05/2024 22:59:39,57.5,27.4,34616.0,0.35,0.34
31/05/2024 21:59:39,57.5,27.4,34616.0,0.35,0.34
31/05/2024 20:59:39,57.5,27.4,34616.0,0.35,0.34
31/05/2024 19:59:39,57.5,27.4,34616.0,0.35,0.34
31/05/2024 18:59:39,57.9,27.1,32158.0,0.35,0.34
31/05/2024 17:59:39,57.9,27.1,32158.0,0.35,0.34
31/05/2024 16:59:39,57.9,27.1,32158.0,0.35,0.34
31/05/2024 15:59:39,59.4,26.8,32055.0,0.35,0.34
31/05/2024 14:59:39,59.4,26.8,32055.0,0.35,0.34
31/05/2024 13:59:39,59.4,26.8,32055.0,0.35,0.34
31/05/2024 12:59:39,59.4,26.8,32055.0,0.34,0.31
31/05/2024 11:59:39,59.4,26.8,32055.0,0.34,0.31
31/05/2024 10:59:39,59.4,26.8,32055.0,0.34,0.31
31/05/2024 09:59:39,59.4,26.8,32055.0,0.34,0.31
31/05/2024 08:59:39,59.4,26.8,32055.0,0.34,0.31
31/05/2024 07:59:39,59.4,26.8,31702.0,0.34,0.31
31/05/2024 06:59:39,60.3,26.8,31702.0,0.34,0.31
31/05/2024 05:59:39,60.3,26.8,31702.0,0.34,0.31
31/05/2024 04:59:39,60.3,26.8,31702.0,0.34,0.31
31/05/2024 03:59:39,60.3,26.8,31687.0,0.34,0.31
31/05/2024 02:59:39,60.3,26.4,31687.0,0.34,0.31
31/05/2024 01:59:39,60.3,26.4,31687.0,0.34,0.31
31/05/2024 00:59:39,60.3,26.4,31687.0,0.34,0.31
30/05/2024 23:59:39,60.3,26.4,31687.0,0.34,0.31
30/05/2024 22:59:39,61.1,25.9,31832.0,0.34,0.31
30/05/2024 21:59:39,61.1,25.9,31832.0,0.34,0.31
30/05/2024 20:59:39,61.1,25.9,31832.0,0.34,0.31
30/05/2024 19:59:39,61.1,25.9,31014.0,0.34,0.31
30/05/2024 18:59:39,62.7,27.2,31014.0,0.34,0.31
30/05/2024 17:59:39,62.7,27.2,31014.0,0.34,0.31
30/05/2024 16:59:39,62.7,27.2,31014.0,0.34,0.31
30/05/2024 15:59:39,62.7,27.2,31014.0,0.34,0.31
30/05/2024 14:59:39,63.6,26.7,29986.0,0.34,0.31
30/05/2024 13:59:39,63.6,26.7,29986.0,0.34,0.31
30/05/2024 12:59:39,63.6,26.7,29986.0,0.31,0.34
30/05/2024 11:59:39,64.4,26.6,29543.0,0.31,0.34
30/05/2024 10:59:39,64.4,26.6,29543.0,0.31,0.34
30/05/2024 09:59:39,64.4,26.6,29543.0,0.31,0.34
30/05/2024 08:59:39,64.4,26.6,29543.0,0.31,0.34
30/05/2024 07:59:39,65.3,27.7,30899.0,0.31,0.34
30/05/2024 06:59:39,65.3,27.7,30899.0,0.31,0.34
30/05/2024 05:59:39,65.3,27.7,30899.0,0.31,0.34
30/05/2024 04:59:39,65.3,27.7,30899.0,0.31,0.34
30/05/2024 03:59:39,65.3,27.7,30899.0,0.31,0.34
30/05/2024 02:59:39,65.5,30.6,30899.0,0.31,0.34
30/05/2024 01:59:39,65.5,30.6,30899.0,0.31,0.34
30/05/2024 00:59:39,65.5,30.6,30899.0,0.31,0.34
29/05/2024 23:59:39,65.5,30.6,30899.0,0.31,0.34
29/05/2024 22:59:39,65.5,30.6,29321.0,0.31,0.34
29/05/2024 21:59:39,65.5,30.6,29321.0,0.31,0.34
29/05/2024 20:59:39,65.5,30.6,29321.0,0.31,0.34
29/05/2024 19:59:39,66.9,29.9,29321.0,0.31,0.34
29/05/2024 18:59:39,66.9,29.9,29321.0,0.31,0.34
29/05/2024 17:59:39,66.9,29.9,29321.0,0.31,0.34
29/05/2024 16:59:39,66.9,29.9,29321.0,0.31,0.34
29/05/2024 15:59:39,66.9,29.9,29182.0,0.31,0.34
29/05/2024 14:59:39,67.7,29.9,29182.0,0.31,0.34
29/05/2024 13:59:39,67.7,29.9,29182.0,0.31,0.34
29/05/2024 12:59:39,67.7,29.9,29182.0,0.31,0.34
29/05/2024 11:59:39,67.7,29.9,29161.0,0.31,0.34
29/05/2024 10:59:39,67.7,29.9,29161.0,0.31,0.34
29/05/2024 09:59:39,67.7,29.9,29161.0,0.31,0.34
29/05/2024 08:59:39,67.1,29.4,29866.0,0.37,0.35
29/05/2024 07:59:39,67.1,29.4,29866.0,0.37,0.35
29/05/2024 06:59:39,67.1,29.4,29866.0,0.37,0.35
29/05/2024 05:59:39,67.1,29.4,29866.0,0.37,0.35
29/05/2024 04:59:39,67.1,29.4,29866.0,0.37,0.35
29/05/2024 03:59:39,66.2,28.9,29704.0,0.37,0.35
29/05/2024 02:59:39,66.2,28.9,29704.0,0.37,0.35
29/05/2024 01:59:39,66.2,28.9,29704.0,0.37,0.35
29/05/2024 00:59:39,66.2,28.9,29704.0,0.37,0.35
28/05/2024 23:59:39,66.2,28.9,29704.0,0.37,0.35
28/05/2024 22:59:39,66.6,28.9,29581.0,0.37,0.35
28/05/2024 21:59:39,66.6,28.9,29581.0,0.37,0.35
28/05/2024 20:59:39,66.6,28.9,29581.0,0.37,0.35
28/05/2024 19:59:39,66.6,28.9,29581.0,0.37,0.35
28/05/2024 18:59:39,66.5,28.2,29100.0,0.37,0.35
28/05/2024 17:59:39,66.5,28.2,29100.0,0.37,0.35
28/05/2024 16:59:39,66.5,28.2,29032.0,0.37,0.35
28/05/2024 15:59:39,63.8,27.9,29032.0,0.37,0.35
28/05/2024 14:59:39,63.8,27.9,29032.0,0.37,0.35
28/05/2024 13:59:39,63.8,27.9,29032.0,0.37,0.35
28/05/2024 12:59:39,63.8,27.9,29032.0,0.37,0.35
28/05/2024 11:59:39,63.8,27.9,29032.0,0.37,0.35
28/05/2024 10:59:39,63.8,27.9,26704.0,0.37,0.35
28/05/2024 09:59:39,63.8,27.9,28914.0,0.37,0.35
28/05/2024 08:59:39,63.8,27.9,28914.0,0.33,0.33
28/05/2024 07:59:39,63.8,27.9,28914.0,0.33,0.33
28/05/2024 06:59:39,63.8,27.9,28914.0,0.33,0.33
28/05/2024 05:59:39,63.8,27.9,28914.0,0.33,0.33
28/05/2024 04:59:39,63.8,27.9,28914.0,0.33,0.33
28/05/2024 03:59:39,63.8,27.9,28795.0,0.33,0.33
28/05/2024 02:59:39,63.8,27.9,28795.0,0.33,0.33
28/05/2024 01:59:39,63.8,27.9,28795.0,0.33,0.33
28/05/2024 00:59:39,63.8,27.9,28795.0,0.33,0.33
27/05/2024 23:59:39,63.8,27.9,30598.0,0.33,0.33
27/05/2024 22:59:39,63.8,27.9,30598.0,0.33,0.33
27/05/2024 21:59:39,63.8,27.9,30598.0,0.33,0.33
27/05/2024 20:59:39,63.8,27.9,30598.0,0.33,0.33
27/05/2024 19:59:39,63.8,27.9,30598.0,0.33,0.33
27/05/2024 18:59:39,63.8,27.9,29384.0,0.33,0.33
27/05/2024 17:59:39,63.8,27.9,29384.0,0.33,0.33
27/05/2024 16:59:39,63.8,27.9,29384.0,0.33,0.33
27/05/2024 15:59:39,63.8,27.9,30024.0,0.33,0.33
27/05/2024 14:59:39,63.8,27.9,30024.0,0.33,0.33
27/05/2024 13:59:39,63.8,27.9,30024.0,0.37,0.36
27/05/2024 12:59:39,63.8,27.9,30024.0,0.37,0.36
27/05/2024 11:59:39,63.8,27.9,30024.0,0.37,0.36
27/05/2024 10:59:39,63.8,27.9,30024.0,0.37,0.36
27/05/2024 09:59:39,63.8,27.9,30024.0,0.37,0.36
27/05/2024 08:59:39,63.8,27.9,30024.0,0.37,0.36
27/05/2024 07:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 06:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 05:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 04:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 03:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 02:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 01:59:39,63.8,27.9,28958.0,0.37,0.36
27/05/2024 00:59:39,63.8,27.9,28958.0,0.37,0.36
26/05/2024 23:59:39,63.8,27.9,28958.0,0.37,0.36
26/05/2024 22:59:39,63.8,27.9,29021.0,0.37,0.36
26/05/2024 21:59:39,63.8,27.9,29021.0,0.37,0.36
26/05/2024 20:59:39,63.8,27.9,29021.0,0.37,0.36
26/05/2024 19:59:39,63.8,27.9,29021.0,0.37,0.36
26/05/2024 18:59:39,63.8,27.9,29057.0,0.37,0.36
26/05/2024 17:59:39,63.8,27.9,29057.0,0.37,0.36
26/05/2024 16:59:39,63.8,27.9,29057.0,0.37,0.36
26/05/2024 15:59:39,63.8,27.9,30211.0,0.37,0.36
26/05/2024 14:59:39,63.8,27.9,30211.0,0.37,0.36
26/05/2024 13:59:39,63.8,27.9,30211.0,0.37,0.36
26/05/2024 12:59:39,63.8,27.9,30211.0,0.37,0.36
26/05/2024 11:59:39,63.8,27.9,30211.0,0.37,0.36
26/05/2024 10:59:39,63.8,27.9,30211.0,0.37,0.36
26/05/2024 09:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 08:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 07:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 06:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 05:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 04:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 03:59:39,63.8,27.9,30211.0,0.37,0.39
26/05/2024 02:59:39,62.3,28.3,30541.0,0.37,0.39
26/05/2024 01:59:39,62.3,28.3,30541.0,0.37,0.39
26/05/2024 00:59:39,62.3,28.3,30541.0,0.37,0.39
25/05/2024 23:59:39,62.3,28.3,30254.0,0.37,0.39
25/05/2024 22:59:39,62.3,28.3,30254.0,0.37,0.39
25/05/2024 21:59:39,62.3,28.3,30254.0,0.37,0.39
25/05/2024 20:59:39,62.3,28.3,30254.0,0.37,0.39
25/05/2024 19:59:39,62.3,28.3,30254.0,0.37,0.39
25/05/2024 18:59:39,63.3,28.5,29098.0,0.37,0.39
25/05/2024 17:59:39,63.3,28.5,29098.0,0.37,0.39
25/05/2024 16:59:39,63.3,28.5,29098.0,0.37,0.39
25/05/2024 15:59:39,63.3,28.5,30809.0,0.37,0.39
25/05/2024 14:59:39,63.3,28.5,30809.0,0.37,0.39
25/05/2024 13:59:39,63.3,28.5,30809.0,0.37,0.39
25/05/2024 12:59:39,63.3,28.5,30809.0,0.37,0.39
25/05/2024 11:59:39,63.3,28.5,30809.0,0.56,0.51
25/05/2024 10:59:39,63.3,28.5,30286.0,0.56,0.51
25/05/2024 09:59:39,63.3,28.5,30286.0,0.56,0.51
25/05/2024 08:59:39,63.3,28.5,30286.0,0.56,0.51
25/05/2024 07:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 06:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 05:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 04:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 03:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 02:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 01:59:39,64.3,28.9,30535.0,0.56,0.51
25/05/2024 00:59:39,64.3,28.9,30535.0,0.56,0.51
24/05/2024 23:59:39,64.3,28.9,30535.0,0.56,0.51
24/05/2024 22:59:39,64.3,28.9,30183.0,0.56,0.51
24/05/2024 21:59:39,64.3,28.9,30183.0,0.56,0.51
24/05/2024 20:59:39,64.3,28.9,30183.0,0.56,0.51
24/05/2024 19:59:39,63.9,28.6,31925.0,0.56,0.51
24/05/2024 18:59:39,63.9,28.6,31925.0,0.56,0.51
24/05/2024 17:59:39,63.9,28.6,31925.0,0.56,0.51
24/05/2024 16:59:39,63.9,28.6,31925.0,0.56,0.51
24/05/2024 15:59:39,63.9,28.6,31858.0,0.56,0.51
24/05/2024 14:59:39,63.9,28.6,31858.0,0.56,0.51
24/05/2024 13:59:39,63.9,28.6,31858.0,0.39,0.82
24/05/2024 12:59:39,63.9,28.6,31858.0,0.39,0.63
24/05/2024 11:59:39,63.9,28.6,31858.0,0.39,0.63
24/05/2024 10:59:39,61.3,27.2,31857.0,0.39,0.63
24/05/2024 09:59:39,61.3,27.2,31857.0,0.39,0.63
24/05/2024 08:59:39,61.3,27.2,31857.0,0.39,0.63
24/05/2024 07:59:39,61.3,27.2,31857.0,0.39,0.63
24/05/2024 06:59:39,61.3,27.2,30620.0,0.39,0.63
24/05/2024 05:59:39,61.3,27.2,30620.0,0.39,0.63
24/05/2024 04:59:39,61.3,27.2,30620.0,0.39,0.63
24/05/2024 03:59:39,71.8,28.0,31011.0,0.39,0.63
24/05/2024 02:59:39,71.8,28.0,31011.0,0.39,0.63
24/05/2024 01:59:39,71.8,28.0,31011.0,0.39,0.63
24/05/2024 00:59:39,71.8,28.0,31011.0,0.39,0.63
23/05/2024 23:59:39,71.8,28.0,29642.0,0.39,0.63
23/05/2024 22:59:39,71.8,28.0,29642.0,0.39,0.63
23/05/2024 21:59:39,71.8,28.0,29642.0,0.39,0.63
23/05/2024 20:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 19:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 18:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 17:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 16:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 15:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 14:59:39,71.8,28.0,29776.0,0.39,0.63
23/05/2024 13:59:39,71.8,28.0,29776.0,0.57,0.63
23/05/2024 12:59:39,71.8,28.0,29776.0,0.57,0.63
23/05/2024 11:59:39,71.8,28.0,29776.0,0.57,0.63
23/05/2024 10:59:39,64.4,27.3,28960.0,0.57,0.63
23/05/2024 09:59:39,64.4,27.3,28960.0,0.57,0.63
23/05/2024 08:59:39,64.4,27.3,28960.0,0.57,0.63
23/05/2024 07:59:39,52.2,28.2,14787.0,0.57,0.63
23/05/2024 06:59:39,52.2,28.2,14787.0,0.57,0.63
23/05/2024 05:59:39,52.2,28.2,14787.0,0.57,0.63
23/05/2024 04:59:39,52.2,28.2,14787.0,0.57,0.63
23/05/2024 03:59:39,52.2,28.2,14787.0,0.57,0.63
23/05/2024 02:59:39,52.2,28.2,14224.0,0.57,0.63
23/05/2024 01:59:39,52.2,28.2,14224.0,0.57,0.63
23/05/2024 00:59:39,52.2,28.2,14224.0,0.57,0.63
22/05/2024 23:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 22:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 21:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 20:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 19:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 18:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 17:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 16:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 15:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 14:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 13:59:39,52.2,28.2,38246.0,0.57,0.63
22/05/2024 12:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 11:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 10:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 09:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 08:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 07:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 06:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 05:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 04:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 03:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 02:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 01:59:39,52.2,28.2,38246.0,0.57,0.54
22/05/2024 00:59:39,52.2,28.2,38246.0,0.57,0.54
21/05/2024 23:59:39,52.2,28.2,38246.0,0.57,0.54
21/05/2024 22:59:39,52.2,28.2,38246.0,0.57,0.54
21/05/2024 21:59:39,52.2,28.2,38246.0,0.57,0.54
21/05/2024 20:59:39,52.2,28.2,38246.0,0.57,0.54
21/05/2024 19:59:39,52.2,28.2,38246.0,0.57,0.54
21/05/2024 18:59:39,49.8,28.7,39012.0,0.57,0.54
21/05/2024 17:59:39,49.8,28.7,39012.0,0.57,0.54
21/05/2024 16:59:39,49.8,28.7,39012.0,0.57,0.54
21/05/2024 15:59:39,49.8,28.7,38979.0,0.57,0.54
21/05/2024 14:59:39,51.8,28.6,38979.0,0.57,0.54
21/05/2024 13:59:39,51.8,28.6,38979.0,0.49,0.49
21/05/2024 12:59:39,51.8,28.6,38979.0,0.49,0.49
21/05/2024 11:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 10:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 09:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 08:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 07:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 06:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 05:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 04:59:39,47.1,27.8,43479.0,0.49,0.49
21/05/2024 03:59:39,48.3,28.7,43208.0,0.49,0.49
21/05/2024 02:59:39,48.3,28.7,43208.0,0.49,0.49
21/05/2024 01:59:39,48.3,28.7,43208.0,0.49,0.49
21/05/2024 00:59:39,48.3,28.7,43208.0,0.49,0.49
20/05/2024 23:59:39,48.3,28.7,40659.0,0.49,0.49
20/05/2024 22:59:39,47.9,28.4,40659.0,0.49,0.49
20/05/2024 21:59:39,47.9,28.4,40659.0,0.49,0.49
20/05/2024 20:59:39,47.9,28.4,40659.0,0.49,0.49
20/05/2024 19:59:39,47.9,28.4,40659.0,0.49,0.49
20/05/2024 18:59:39,50.5,28.2,41279.0,0.49,0.49
20/05/2024 17:59:39,50.5,28.2,41279.0,0.49,0.49
20/05/2024 16:59:39,50.5,28.2,41279.0,0.49,0.49
20/05/2024 15:59:39,50.5,28.2,41279.0,0.49,0.49
20/05/2024 14:59:39,50.5,28.2,41566.0,0.49,0.49
20/05/2024 13:59:39,50.5,28.2,41566.0,0.49,0.49
20/05/2024 12:59:39,50.5,28.2,41566.0,0.54,0.55
20/05/2024 11:59:39,50.9,25.8,41227.0,0.54,0.55
20/05/2024 10:59:39,50.9,25.8,41227.0,0.54,0.55
20/05/2024 09:59:39,50.9,25.8,41227.0,0.54,0.55
20/05/2024 08:59:39,50.9,25.8,41227.0,0.54,0.55
20/05/2024 07:59:39,50.9,25.8,41345.0,0.54,0.55
20/05/2024 06:59:39,50.9,25.8,41345.0,0.54,0.55
20/05/2024 05:59:39,50.9,25.8,41345.0,0.54,0.55
20/05/2024 04:59:39,50.9,25.8,41345.0,0.54,0.55
20/05/2024 03:59:39,50.9,25.8,41345.0,0.54,0.55
20/05/2024 02:59:39,50.9,27.4,41345.0,0.54,0.55
20/05/2024 01:59:39,50.9,27.4,41345.0,0.54,0.55
20/05/2024 00:59:39,50.9,27.4,41345.0,0.54,0.55
19/05/2024 23:59:39,50.9,27.4,41128.0,0.54,0.55
19/05/2024 22:59:39,47.7,27.5,41128.0,0.54,0.55
19/05/2024 21:59:39,47.7,27.5,41128.0,0.54,0.55
19/05/2024 20:59:39,47.7,27.5,41128.0,0.54,0.55
19/05/2024 19:59:39,47.7,27.5,41128.0,0.54,0.55
19/05/2024 18:59:39,53.6,26.8,41843.0,0.54,0.55
19/05/2024 17:59:39,53.6,26.8,41843.0,0.54,0.55
19/05/2024 16:59:39,53.6,26.8,41843.0,0.54,0.55
19/05/2024 15:59:39,47.6,25.9,41616.0,0.54,0.55
